year,race,driver,team,lap_number,stint,compound_before,compound_after,pit_in_time
2022,Japanese Grand Prix,VET,Aston Martin,3.0,2.0,INTERMEDIATE,WET,0 days 03:17:24.669000
2022,Japanese Grand Prix,VET,Aston Martin,6.0,3.0,WET,INTERMEDIATE,0 days 03:25:12.527000
2022,Japanese Grand Prix,LAT,Williams,3.0,2.0,INTERMEDIATE,WET,0 days 03:17:20.166000
2022,Japanese Grand Prix,LAT,Williams,6.0,3.0,WET,INTERMEDIATE,0 days 03:25:14.834000
2022,Japanese Grand Prix,RUS,Mercedes,3.0,2.0,INTERMEDIATE,WET,0 days 03:17:08.648000
2022,Japanese Grand Prix,RUS,Mercedes,8.0,3.0,WET,INTERMEDIATE,0 days 03:28:58.987000
2022,Japanese Grand Prix,BOT,Alfa Romeo,3.0,2.0,INTERMEDIATE,WET,0 days 03:17:17.577000
2022,Japanese Grand Prix,BOT,Alfa Romeo,7.0,3.0,WET,INTERMEDIATE,0 days 03:27:10.686000
2022,United States Grand Prix,VER,Red Bull Racing,14.0,2.0,MEDIUM,HARD,0 days 01:26:54.055000
2022,United States Grand Prix,VER,Red Bull Racing,36.0,3.0,HARD,MEDIUM,0 days 02:11:27.952000
2022,United States Grand Prix,GAS,AlphaTauri,12.0,2.0,MEDIUM,HARD,0 days 01:23:56.099000
2022,United States Grand Prix,GAS,AlphaTauri,33.0,3.0,HARD,HARD,0 days 02:06:42.899000
2022,United States Grand Prix,PER,Red Bull Racing,15.0,2.0,MEDIUM,HARD,0 days 01:28:50.785000
2022,United States Grand Prix,PER,Red Bull Racing,39.0,3.0,HARD,MEDIUM,0 days 02:16:35.486000
2022,United States Grand Prix,ALO,Alpine,19.0,2.0,HARD,MEDIUM,0 days 01:37:05.540000
2022,United States Grand Prix,ALO,Alpine,23.0,3.0,MEDIUM,HARD,0 days 01:47:24.734000
2022,United States Grand Prix,LEC,Ferrari,19.0,2.0,MEDIUM,HARD,0 days 01:36:52.484000
2022,United States Grand Prix,LEC,Ferrari,36.0,3.0,HARD,MEDIUM,0 days 02:11:27.189000
2022,United States Grand Prix,STR,Aston Martin,16.0,2.0,MEDIUM,MEDIUM,0 days 01:30:44.418000
2022,United States Grand Prix,MAG,Haas F1 Team,19.0,2.0,HARD,MEDIUM,0 days 01:37:24.233000
2022,United States Grand Prix,TSU,AlphaTauri,11.0,2.0,MEDIUM,MEDIUM,0 days 01:22:19.032000
2022,United States Grand Prix,TSU,AlphaTauri,34.0,3.0,MEDIUM,HARD,0 days 02:08:20.021000
2022,United States Grand Prix,ALB,Williams,10.0,2.0,MEDIUM,MEDIUM,0 days 01:20:34.291000
2022,United States Grand Prix,ALB,Williams,19.0,3.0,MEDIUM,HARD,0 days 01:37:30.205000
2022,United States Grand Prix,ZHO,Alfa Romeo,10.0,2.0,MEDIUM,HARD,0 days 01:20:40.558000
2022,United States Grand Prix,ZHO,Alfa Romeo,24.0,3.0,HARD,HARD,0 days 01:50:16.202000
2022,United States Grand Prix,RIC,McLaren,11.0,2.0,MEDIUM,HARD,0 days 01:22:25.882000
2022,United States Grand Prix,RIC,McLaren,36.0,3.0,HARD,HARD,0 days 02:12:02.439000
2022,United States Grand Prix,OCO,Alpine,19.0,2.0,HARD,HARD,0 days 01:37:14.127000
2022,United States Grand Prix,OCO,Alpine,46.0,3.0,HARD,MEDIUM,0 days 02:29:08.974000
2022,United States Grand Prix,NOR,McLaren,15.0,2.0,MEDIUM,HARD,0 days 01:29:10.685000
2022,United States Grand Prix,NOR,McLaren,35.0,3.0,HARD,HARD,0 days 02:10:03.138000
2022,United States Grand Prix,HAM,Mercedes,13.0,2.0,MEDIUM,HARD,0 days 01:25:17.058000
2022,United States Grand Prix,HAM,Mercedes,35.0,3.0,HARD,HARD,0 days 02:09:41.153000
2022,United States Grand Prix,MSC,Haas F1 Team,19.0,2.0,HARD,MEDIUM,0 days 01:37:15.756000
2022,United States Grand Prix,MSC,Haas F1 Team,34.0,3.0,MEDIUM,HARD,0 days 02:08:23.510000
2022,United States Grand Prix,VET,Aston Martin,19.0,2.0,MEDIUM,MEDIUM,0 days 01:36:58.412000
2022,United States Grand Prix,VET,Aston Martin,42.0,3.0,MEDIUM,HARD,0 days 02:22:04.334000
2022,United States Grand Prix,LAT,Williams,6.0,2.0,MEDIUM,MEDIUM,0 days 01:13:47.757000
2022,United States Grand Prix,LAT,Williams,19.0,3.0,MEDIUM,HARD,0 days 01:37:49.653000
2022,United States Grand Prix,RUS,Mercedes,14.0,2.0,MEDIUM,HARD,0 days 01:27:12.743000
2022,United States Grand Prix,RUS,Mercedes,37.0,3.0,HARD,HARD,0 days 02:13:14.021000
2022,United States Grand Prix,RUS,Mercedes,55.0,4.0,HARD,SOFT,0 days 02:43:58.111000
2022,United States Grand Prix,BOT,Alfa Romeo,11.0,2.0,MEDIUM,HARD,0 days 01:22:13.394000
2022,Mexico City Grand Prix,VER,Red Bull Racing,26.0,2.0,SOFT,MEDIUM,0 days 01:38:36.175000
2022,Mexico City Grand Prix,GAS,AlphaTauri,41.0,2.0,MEDIUM,SOFT,0 days 02:00:54.215000
2022,Mexico City Grand Prix,PER,Red Bull Racing,24.0,2.0,SOFT,MEDIUM,0 days 01:35:57.875000
2022,Mexico City Grand Prix,ALO,Alpine,41.0,2.0,MEDIUM,HARD,0 days 02:00:18.004000
2022,Mexico City Grand Prix,LEC,Ferrari,29.0,2.0,SOFT,MEDIUM,0 days 01:43:18.836000
2022,Mexico City Grand Prix,STR,Aston Martin,18.0,2.0,MEDIUM,SOFT,0 days 01:28:19.100000
2022,Mexico City Grand Prix,STR,Aston Martin,41.0,3.0,SOFT,SOFT,0 days 02:01:06.475000
2022,Mexico City Grand Prix,MAG,Haas F1 Team,39.0,2.0,MEDIUM,SOFT,0 days 01:58:22.429000
2022,Mexico City Grand Prix,TSU,AlphaTauri,30.0,2.0,SOFT,MEDIUM,0 days 01:45:02.726000
2022,Mexico City Grand Prix,ALB,Williams,39.0,2.0,MEDIUM,SOFT,0 days 01:58:02.269000
2022,Mexico City Grand Prix,ZHO,Alfa Romeo,46.0,2.0,MEDIUM,SOFT,0 days 02:07:49.127000
2022,Mexico City Grand Prix,RIC,McLaren,45.0,2.0,MEDIUM,SOFT,0 days 02:06:11.439000
2022,Mexico City Grand Prix,OCO,Alpine,34.0,2.0,MEDIUM,HARD,0 days 01:50:34.012000
2022,Mexico City Grand Prix,NOR,McLaren,32.0,2.0,MEDIUM,HARD,0 days 01:47:49.259000
2022,Mexico City Grand Prix,HAM,Mercedes,30.0,2.0,MEDIUM,HARD,0 days 01:44:12.507000
2022,Mexico City Grand Prix,MSC,Haas F1 Team,25.0,2.0,SOFT,MEDIUM,0 days 01:38:25.026000
2022,Mexico City Grand Prix,VET,Aston Martin,39.0,2.0,SOFT,MEDIUM,0 days 01:57:56.815000
2022,Mexico City Grand Prix,SAI,Ferrari,30.0,2.0,SOFT,MEDIUM,0 days 01:44:38.756000
2022,Mexico City Grand Prix,LAT,Williams,24.0,2.0,SOFT,HARD,0 days 01:37:03.663000
2022,Mexico City Grand Prix,LAT,Williams,53.0,3.0,HARD,SOFT,0 days 02:18:42.856000
2022,Mexico City Grand Prix,RUS,Mercedes,35.0,2.0,MEDIUM,HARD,0 days 01:51:13.180000
2022,Mexico City Grand Prix,RUS,Mercedes,70.0,3.0,HARD,SOFT,0 days 02:40:13.008000
2022,Mexico City Grand Prix,BOT,Alfa Romeo,40.0,2.0,MEDIUM,HARD,0 days 01:58:57.519000
2022,São Paulo Grand Prix,VER,Red Bull Racing,8.0,2.0,SOFT,MEDIUM,0 days 01:16:18.145000
2022,São Paulo Grand Prix,VER,Red Bull Racing,24.0,3.0,MEDIUM,SOFT,0 days 01:37:15.690000
2022,São Paulo Grand Prix,VER,Red Bull Racing,49.0,4.0,SOFT,SOFT,0 days 02:09:23.099000
2022,São Paulo Grand Prix,GAS,AlphaTauri,20.0,2.0,SOFT,MEDIUM,0 days 01:31:41.293000
2022,São Paulo Grand Prix,GAS,AlphaTauri,36.0,3.0,MEDIUM,SOFT,0 days 01:52:41.477000
2022,São Paulo Grand Prix,GAS,AlphaTauri,53.0,4.0,SOFT,MEDIUM,0 days 02:15:16.453000
2022,São Paulo Grand Prix,PER,Red Bull Racing,24.0,2.0,SOFT,MEDIUM,0 days 01:36:30.732000
2022,São Paulo Grand Prix,PER,Red Bull Racing,48.0,3.0,MEDIUM,MEDIUM,0 days 02:07:24.864000
2022,São Paulo Grand Prix,ALO,Alpine,15.0,2.0,MEDIUM,MEDIUM,0 days 01:25:16.042000
2022,São Paulo Grand Prix,ALO,Alpine,36.0,3.0,MEDIUM,MEDIUM,0 days 01:52:37.007000
2022,São Paulo Grand Prix,ALO,Alpine,53.0,4.0,MEDIUM,SOFT,0 days 02:14:55.923000
2022,São Paulo Grand Prix,LEC,Ferrari,8.0,2.0,MEDIUM,MEDIUM,0 days 01:16:24.222000
2022,São Paulo Grand Prix,LEC,Ferrari,22.0,3.0,MEDIUM,SOFT,0 days 01:34:37.276000
2022,São Paulo Grand Prix,LEC,Ferrari,45.0,4.0,SOFT,SOFT,0 days 02:04:13.722000
2022,São Paulo Grand Prix,STR,Aston Martin,30.0,2.0,MEDIUM,MEDIUM,0 days 01:44:50.882000
2022,São Paulo Grand Prix,STR,Aston Martin,49.0,3.0,MEDIUM,SOFT,0 days 02:09:34.919000
2022,São Paulo Grand Prix,TSU,AlphaTauri,21.0,2.0,MEDIUM,SOFT,0 days 01:33:14.122000
2022,São Paulo Grand Prix,TSU,AlphaTauri,41.0,3.0,SOFT,SOFT,0 days 01:59:26.890000
2022,São Paulo Grand Prix,TSU,AlphaTauri,55.0,4.0,SOFT,MEDIUM,0 days 02:19:38.313000
2022,São Paulo Grand Prix,ALB,Williams,5.0,2.0,HARD,MEDIUM,0 days 01:11:28.710000
2022,São Paulo Grand Prix,ALB,Williams,26.0,3.0,MEDIUM,MEDIUM,0 days 01:39:45.242000
2022,São Paulo Grand Prix,ALB,Williams,48.0,4.0,MEDIUM,MEDIUM,0 days 02:08:30.910000
2022,São Paulo Grand Prix,ZHO,Alfa Romeo,17.0,2.0,SOFT,MEDIUM,0 days 01:27:53.491000
2022,São Paulo Grand Prix,ZHO,Alfa Romeo,38.0,3.0,MEDIUM,SOFT,0 days 01:55:23.338000
2022,São Paulo Grand Prix,OCO,Alpine,25.0,2.0,SOFT,MEDIUM,0 days 01:38:12.258000
2022,São Paulo Grand Prix,OCO,Alpine,48.0,3.0,MEDIUM,SOFT,0 days 02:08:02.038000
2022,São Paulo Grand Prix,NOR,McLaren,25.0,2.0,SOFT,MEDIUM,0 days 01:38:14.907000
2022,São Paulo Grand Prix,NOR,McLaren,46.0,3.0,MEDIUM,SOFT,0 days 02:05:37.082000
2022,São Paulo Grand Prix,HAM,Mercedes,30.0,2.0,SOFT,MEDIUM,0 days 01:44:17.564000
2022,São Paulo Grand Prix,HAM,Mercedes,49.0,3.0,MEDIUM,SOFT,0 days 02:08:36.705000
2022,São Paulo Grand Prix,MSC,Haas F1 Team,25.0,2.0,MEDIUM,SOFT,0 days 01:38:18.970000
2022,São Paulo Grand Prix,MSC,Haas F1 Team,47.0,3.0,SOFT,SOFT,0 days 02:07:01.563000
2022,São Paulo Grand Prix,VET,Aston Martin,27.0,2.0,SOFT,MEDIUM,0 days 01:40:42.317000
2022,São Paulo Grand Prix,VET,Aston Martin,46.0,3.0,MEDIUM,MEDIUM,0 days 02:05:25.763000
2022,São Paulo Grand Prix,SAI,Ferrari,18.0,2.0,MEDIUM,SOFT,0 days 01:28:55.028000
2022,São Paulo Grand Prix,SAI,Ferrari,37.0,3.0,SOFT,MEDIUM,0 days 01:53:25.249000
2022,São Paulo Grand Prix,SAI,Ferrari,54.0,4.0,MEDIUM,SOFT,0 days 02:15:47.729000
2022,São Paulo Grand Prix,LAT,Williams,21.0,2.0,MEDIUM,HARD,0 days 01:33:25.199000
2022,São Paulo Grand Prix,LAT,Williams,33.0,3.0,HARD,MEDIUM,0 days 01:49:23.988000
2022,São Paulo Grand Prix,LAT,Williams,53.0,4.0,MEDIUM,SOFT,0 days 02:16:20.907000
2022,São Paulo Grand Prix,RUS,Mercedes,25.0,2.0,SOFT,MEDIUM,0 days 01:37:42.736000
2022,São Paulo Grand Prix,RUS,Mercedes,50.0,3.0,MEDIUM,SOFT,0 days 02:09:43.452000
2022,São Paulo Grand Prix,BOT,Alfa Romeo,25.0,2.0,SOFT,MEDIUM,0 days 01:38:09.511000
2022,São Paulo Grand Prix,BOT,Alfa Romeo,46.0,3.0,MEDIUM,SOFT,0 days 02:05:22.394000
2022,Abu Dhabi Grand Prix,VER,Red Bull Racing,21.0,2.0,MEDIUM,HARD,0 days 01:34:23.115000
2022,Abu Dhabi Grand Prix,LEC,Ferrari,22.0,2.0,MEDIUM,HARD,0 days 01:36:01.865000
2022,Abu Dhabi Grand Prix,PER,Red Bull Racing,16.0,2.0,MEDIUM,HARD,0 days 01:26:52.887000
2022,Abu Dhabi Grand Prix,PER,Red Bull Racing,34.0,3.0,HARD,HARD,0 days 01:54:22.941000
2022,Abu Dhabi Grand Prix,SAI,Ferrari,18.0,2.0,MEDIUM,HARD,0 days 01:29:59.517000
2022,Abu Dhabi Grand Prix,SAI,Ferrari,40.0,3.0,HARD,HARD,0 days 02:03:31.758000
2022,Abu Dhabi Grand Prix,RUS,Mercedes,16.0,2.0,MEDIUM,HARD,0 days 01:27:01.533000
2022,Abu Dhabi Grand Prix,RUS,Mercedes,40.0,3.0,HARD,MEDIUM,0 days 02:03:40.533000
2022,Abu Dhabi Grand Prix,NOR,McLaren,16.0,2.0,MEDIUM,HARD,0 days 01:27:08.857000
2022,Abu Dhabi Grand Prix,NOR,McLaren,43.0,3.0,HARD,MEDIUM,0 days 02:08:26.671000
2022,Abu Dhabi Grand Prix,OCO,Alpine,15.0,2.0,MEDIUM,HARD,0 days 01:25:40.026000
2022,Abu Dhabi Grand Prix,OCO,Alpine,42.0,3.0,HARD,HARD,0 days 02:07:00.598000
2022,Abu Dhabi Grand Prix,STR,Aston Martin,14.0,2.0,MEDIUM,HARD,0 days 01:24:10.849000
2022,Abu Dhabi Grand Prix,STR,Aston Martin,41.0,3.0,HARD,MEDIUM,0 days 02:05:34.364000
2022,Abu Dhabi Grand Prix,RIC,McLaren,20.0,2.0,MEDIUM,HARD,0 days 01:33:31.483000
2022,Abu Dhabi Grand Prix,VET,Aston Martin,26.0,2.0,MEDIUM,HARD,0 days 01:42:45.875000
2022,Abu Dhabi Grand Prix,TSU,AlphaTauri,15.0,2.0,MEDIUM,HARD,0 days 01:25:43.994000
2022,Abu Dhabi Grand Prix,TSU,AlphaTauri,39.0,3.0,HARD,SOFT,0 days 02:02:41.589000
2022,Abu Dhabi Grand Prix,ZHO,Alfa Romeo,16.0,2.0,MEDIUM,HARD,0 days 01:27:22.337000
2022,Abu Dhabi Grand Prix,ZHO,Alfa Romeo,45.0,3.0,HARD,SOFT,0 days 02:12:03.407000
2022,Abu Dhabi Grand Prix,ALB,Williams,13.0,2.0,MEDIUM,HARD,0 days 01:22:45.016000
2022,Abu Dhabi Grand Prix,ALB,Williams,36.0,3.0,HARD,MEDIUM,0 days 01:58:14.278000
2022,Abu Dhabi Grand Prix,GAS,AlphaTauri,15.0,2.0,SOFT,HARD,0 days 01:25:55.593000
2022,Abu Dhabi Grand Prix,BOT,Alfa Romeo,31.0,2.0,HARD,MEDIUM,0 days 01:50:48.624000
2022,Abu Dhabi Grand Prix,MSC,Haas F1 Team,15.0,2.0,MEDIUM,HARD,0 days 01:25:52.355000
2022,Abu Dhabi Grand Prix,MSC,Haas F1 Team,35.0,3.0,HARD,MEDIUM,0 days 01:56:50.824000
2022,Abu Dhabi Grand Prix,MAG,Haas F1 Team,29.0,2.0,HARD,MEDIUM,0 days 01:47:47.086000
2022,Abu Dhabi Grand Prix,HAM,Mercedes,19.0,2.0,MEDIUM,HARD,0 days 01:31:39.309000
2022,Abu Dhabi Grand Prix,LAT,Williams,16.0,2.0,MEDIUM,HARD,0 days 01:27:38.083000
2022,Abu Dhabi Grand Prix,LAT,Williams,39.0,3.0,HARD,MEDIUM,0 days 02:03:47.218000
2022,Abu Dhabi Grand Prix,ALO,Alpine,20.0,2.0,MEDIUM,HARD,0 days 01:33:24.200000
2023,Bahrain Grand Prix,VER,Red Bull Racing,15.0,2.0,SOFT,SOFT,0 days 01:27:33.930000
2023,Bahrain Grand Prix,VER,Red Bull Racing,37.0,3.0,SOFT,HARD,0 days 02:03:45.820000
2023,Bahrain Grand Prix,GAS,Alpine,10.0,2.0,SOFT,HARD,0 days 01:19:58.205000
2023,Bahrain Grand Prix,GAS,Alpine,26.0,3.0,HARD,HARD,0 days 01:46:47.684000
2023,Bahrain Grand Prix,GAS,Alpine,41.0,4.0,HARD,SOFT,0 days 02:12:01.223000
2023,Bahrain Grand Prix,PER,Red Bull Racing,18.0,2.0,SOFT,SOFT,0 days 01:32:41.549000
2023,Bahrain Grand Prix,PER,Red Bull Racing,35.0,3.0,SOFT,HARD,0 days 02:00:44.305000
2023,Bahrain Grand Prix,ALO,Aston Martin,15.0,2.0,SOFT,HARD,0 days 01:28:02.759000
2023,Bahrain Grand Prix,ALO,Aston Martin,35.0,3.0,HARD,HARD,0 days 02:01:06.916000
2023,Bahrain Grand Prix,LEC,Ferrari,14.0,2.0,SOFT,HARD,0 days 01:26:05.327000
2023,Bahrain Grand Prix,LEC,Ferrari,34.0,3.0,HARD,HARD,0 days 01:59:15.988000
2023,Bahrain Grand Prix,STR,Aston Martin,16.0,2.0,SOFT,HARD,0 days 01:29:45.518000
2023,Bahrain Grand Prix,STR,Aston Martin,31.0,3.0,HARD,HARD,0 days 01:54:43.269000
2023,Bahrain Grand Prix,SAR,Williams,13.0,2.0,SOFT,SOFT,0 days 01:24:56.359000
2023,Bahrain Grand Prix,SAR,Williams,31.0,3.0,SOFT,HARD,0 days 01:55:09.022000
2023,Bahrain Grand Prix,SAR,Williams,41.0,4.0,HARD,SOFT,0 days 02:12:11.329000
2023,Bahrain Grand Prix,MAG,Haas F1 Team,16.0,2.0,HARD,HARD,0 days 01:30:11.029000
2023,Bahrain Grand Prix,MAG,Haas F1 Team,30.0,3.0,HARD,SOFT,0 days 01:53:42.084000
2023,Bahrain Grand Prix,MAG,Haas F1 Team,41.0,4.0,SOFT,SOFT,0 days 02:12:23.392000
2023,Bahrain Grand Prix,DEV,AlphaTauri,12.0,2.0,SOFT,HARD,0 days 01:23:23.452000
2023,Bahrain Grand Prix,DEV,AlphaTauri,28.0,3.0,HARD,HARD,0 days 01:50:16.659000
2023,Bahrain Grand Prix,TSU,AlphaTauri,11.0,2.0,SOFT,HARD,0 days 01:21:34.121000
2023,Bahrain Grand Prix,TSU,AlphaTauri,27.0,3.0,HARD,HARD,0 days 01:48:27.066000
2023,Bahrain Grand Prix,TSU,AlphaTauri,41.0,4.0,HARD,SOFT,0 days 02:12:04.802000
2023,Bahrain Grand Prix,ALB,Williams,12.0,2.0,SOFT,SOFT,0 days 01:23:12.065000
2023,Bahrain Grand Prix,ALB,Williams,27.0,3.0,SOFT,HARD,0 days 01:48:25.494000
2023,Bahrain Grand Prix,ALB,Williams,41.0,4.0,HARD,SOFT,0 days 02:12:00.853000
2023,Bahrain Grand Prix,ZHO,Alfa Romeo,13.0,2.0,SOFT,HARD,0 days 01:25:03.589000
2023,Bahrain Grand Prix,ZHO,Alfa Romeo,33.0,3.0,HARD,SOFT,0 days 01:58:31.128000
2023,Bahrain Grand Prix,ZHO,Alfa Romeo,55.0,4.0,SOFT,SOFT,0 days 02:35:39.272000
2023,Bahrain Grand Prix,HUL,Haas F1 Team,12.0,2.0,SOFT,HARD,0 days 01:23:24.067000
2023,Bahrain Grand Prix,HUL,Haas F1 Team,27.0,3.0,HARD,HARD,0 days 01:48:53.896000
2023,Bahrain Grand Prix,HUL,Haas F1 Team,41.0,4.0,HARD,SOFT,0 days 02:12:32.030000
2023,Bahrain Grand Prix,OCO,Alpine,13.0,2.0,SOFT,HARD,0 days 01:24:51.338000
2023,Bahrain Grand Prix,OCO,Alpine,16.0,3.0,HARD,HARD,0 days 01:30:27.558000
2023,Bahrain Grand Prix,OCO,Alpine,33.0,4.0,HARD,HARD,0 days 01:59:22.540000
2023,Bahrain Grand Prix,NOR,McLaren,11.0,2.0,SOFT,HARD,0 days 01:21:41.975000
2023,Bahrain Grand Prix,NOR,McLaren,18.0,3.0,HARD,SOFT,0 days 01:33:47.880000
2023,Bahrain Grand Prix,NOR,McLaren,28.0,4.0,SOFT,MEDIUM,0 days 01:50:43.906000
2023,Bahrain Grand Prix,NOR,McLaren,38.0,5.0,MEDIUM,HARD,0 days 02:07:36.792000
2023,Bahrain Grand Prix,NOR,McLaren,48.0,6.0,HARD,SOFT,0 days 02:24:52.808000
2023,Bahrain Grand Prix,NOR,McLaren,55.0,7.0,SOFT,SOFT,0 days 02:36:40.255000
2023,Bahrain Grand Prix,HAM,Mercedes,13.0,2.0,SOFT,HARD,0 days 01:24:39.749000
2023,Bahrain Grand Prix,HAM,Mercedes,31.0,3.0,HARD,HARD,0 days 01:54:35.870000
2023,Bahrain Grand Prix,SAI,Ferrari,14.0,2.0,SOFT,HARD,0 days 01:26:16.574000
2023,Bahrain Grand Prix,SAI,Ferrari,32.0,3.0,HARD,HARD,0 days 01:56:10.066000
2023,Bahrain Grand Prix,RUS,Mercedes,14.0,2.0,SOFT,HARD,0 days 01:26:26.006000
2023,Bahrain Grand Prix,RUS,Mercedes,32.0,3.0,HARD,HARD,0 days 01:56:20.913000
2023,Bahrain Grand Prix,BOT,Alfa Romeo,12.0,2.0,SOFT,HARD,0 days 01:23:06.132000
2023,Bahrain Grand Prix,BOT,Alfa Romeo,30.0,3.0,HARD,HARD,0 days 01:53:15.605000
2023,Saudi Arabian Grand Prix,VER,Red Bull Racing,19.0,2.0,MEDIUM,HARD,0 days 01:35:03.681000
2023,Saudi Arabian Grand Prix,GAS,Alpine,15.0,2.0,MEDIUM,HARD,0 days 01:27:20.761000
2023,Saudi Arabian Grand Prix,PER,Red Bull Racing,19.0,2.0,MEDIUM,HARD,0 days 01:34:58.167000
2023,Saudi Arabian Grand Prix,ALO,Aston Martin,19.0,2.0,MEDIUM,HARD,0 days 01:35:00.274000
2023,Saudi Arabian Grand Prix,LEC,Ferrari,17.0,2.0,SOFT,HARD,0 days 01:30:29.862000
2023,Saudi Arabian Grand Prix,STR,Aston Martin,14.0,2.0,MEDIUM,HARD,0 days 01:25:35.233000
2023,Saudi Arabian Grand Prix,SAR,Williams,19.0,2.0,HARD,MEDIUM,0 days 01:35:19.222000
2023,Saudi Arabian Grand Prix,MAG,Haas F1 Team,9.0,2.0,MEDIUM,HARD,0 days 01:17:49.366000
2023,Saudi Arabian Grand Prix,DEV,AlphaTauri,18.0,2.0,MEDIUM,HARD,0 days 01:33:10.315000
2023,Saudi Arabian Grand Prix,TSU,AlphaTauri,18.0,2.0,MEDIUM,HARD,0 days 01:32:54.918000
2023,Saudi Arabian Grand Prix,ALB,Williams,18.0,2.0,MEDIUM,HARD,0 days 01:33:04.240000
2023,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,12.0,2.0,MEDIUM,HARD,0 days 01:22:38.301000
2023,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,19.0,3.0,HARD,MEDIUM,0 days 01:35:23.046000
2023,Saudi Arabian Grand Prix,HUL,Haas F1 Team,12.0,2.0,MEDIUM,HARD,0 days 01:22:38.176000
2023,Saudi Arabian Grand Prix,OCO,Alpine,17.0,2.0,MEDIUM,HARD,0 days 01:30:42.069000
2023,Saudi Arabian Grand Prix,NOR,McLaren,3.0,2.0,SOFT,HARD,0 days 01:08:23.723000
2023,Saudi Arabian Grand Prix,NOR,McLaren,20.0,3.0,HARD,MEDIUM,0 days 01:37:45.570000
2023,Saudi Arabian Grand Prix,HAM,Mercedes,19.0,2.0,HARD,MEDIUM,0 days 01:35:06.115000
2023,Saudi Arabian Grand Prix,SAI,Ferrari,16.0,2.0,MEDIUM,HARD,0 days 01:28:44.610000
2023,Saudi Arabian Grand Prix,RUS,Mercedes,19.0,2.0,MEDIUM,HARD,0 days 01:35:02.296000
2023,Saudi Arabian Grand Prix,BOT,Alfa Romeo,10.0,2.0,MEDIUM,HARD,0 days 01:19:33.964000
2023,Saudi Arabian Grand Prix,BOT,Alfa Romeo,18.0,3.0,HARD,MEDIUM,0 days 01:33:41.314000
2023,Saudi Arabian Grand Prix,BOT,Alfa Romeo,36.0,4.0,MEDIUM,SOFT,0 days 02:03:52.443000
2023,Saudi Arabian Grand Prix,PIA,McLaren,2.0,2.0,MEDIUM,HARD,0 days 01:06:42.855000
2023,Australian Grand Prix,VER,Red Bull Racing,9.0,2.0,MEDIUM,HARD,0 days 01:35:48.176000
2023,Australian Grand Prix,VER,Red Bull Racing,56.0,3.0,HARD,SOFT,0 days 02:58:21.280000
2023,Australian Grand Prix,VER,Red Bull Racing,58.0,4.0,SOFT,SOFT,0 days 03:34:55.509000
2023,Australian Grand Prix,GAS,Alpine,9.0,2.0,SOFT,HARD,0 days 01:35:49.275000
2023,Australian Grand Prix,GAS,Alpine,56.0,3.0,HARD,SOFT,0 days 02:59:00.740000
2023,Australian Grand Prix,PER,Red Bull Racing,2.0,2.0,HARD,MEDIUM,0 days 01:06:40.985000
2023,Australian Grand Prix,PER,Red Bull Racing,3.0,3.0,MEDIUM,HARD,0 days 01:08:31.634000
2023,Australian Grand Prix,PER,Red Bull Racing,9.0,4.0,HARD,HARD,0 days 01:35:51.137000
2023,Australian Grand Prix,PER,Red Bull Racing,56.0,5.0,HARD,SOFT,0 days 02:59:01.376000
2023,Australian Grand Prix,PER,Red Bull Racing,58.0,6.0,SOFT,SOFT,0 days 03:34:58.928000
2023,Australian Grand Prix,ALO,Aston Martin,9.0,2.0,MEDIUM,HARD,0 days 01:35:48.648000
2023,Australian Grand Prix,ALO,Aston Martin,56.0,3.0,HARD,SOFT,0 days 02:58:59.998000
2023,Australian Grand Prix,ALO,Aston Martin,58.0,4.0,SOFT,SOFT,0 days 03:34:56.364000
2023,Australian Grand Prix,STR,Aston Martin,9.0,2.0,MEDIUM,HARD,0 days 01:35:49.062000
2023,Australian Grand Prix,STR,Aston Martin,56.0,3.0,HARD,SOFT,0 days 02:59:01
2023,Australian Grand Prix,STR,Aston Martin,58.0,4.0,SOFT,SOFT,0 days 03:34:58.590000
2023,Australian Grand Prix,SAR,Williams,2.0,2.0,HARD,MEDIUM,0 days 01:06:41.654000
2023,Australian Grand Prix,SAR,Williams,3.0,3.0,MEDIUM,HARD,0 days 01:08:32.461000
2023,Australian Grand Prix,SAR,Williams,9.0,4.0,HARD,MEDIUM,0 days 01:35:51.615000
2023,Australian Grand Prix,SAR,Williams,37.0,5.0,MEDIUM,HARD,0 days 02:16:14.821000
2023,Australian Grand Prix,SAR,Williams,55.0,6.0,HARD,SOFT,0 days 02:55:55.524000
2023,Australian Grand Prix,SAR,Williams,56.0,7.0,SOFT,SOFT,0 days 02:59:03.049000
2023,Australian Grand Prix,MAG,Haas F1 Team,8.0,2.0,MEDIUM,HARD,0 days 01:33:04.175000
2023,Australian Grand Prix,MAG,Haas F1 Team,9.0,3.0,HARD,HARD,0 days 01:35:51.977000
2023,Australian Grand Prix,DEV,AlphaTauri,9.0,2.0,HARD,MEDIUM,0 days 01:35:50.974000
2023,Australian Grand Prix,DEV,AlphaTauri,46.0,3.0,MEDIUM,SOFT,0 days 02:28:57.199000
2023,Australian Grand Prix,DEV,AlphaTauri,55.0,4.0,SOFT,SOFT,0 days 02:55:57.865000
2023,Australian Grand Prix,DEV,AlphaTauri,56.0,5.0,SOFT,SOFT,0 days 02:59:02.882000
