driver,race,stint,compound,stint_length,avg_lap_time
NOR,Abu Dhabi Grand Prix,3.0,HARD,25.0,88.8385
NOR,Abu Dhabi Grand Prix,3.0,MEDIUM,16.0,89.7248
NOR,Australian Grand Prix,1.0,MEDIUM,19.0,84.20020689655172
NOR,Australian Grand Prix,2.0,HARD,40.0,82.77845555555555
NOR,Australian Grand Prix,3.0,HARD,18.0,80.3334375
NOR,Austrian Grand Prix,1.0,MEDIUM,22.0,71.2009696969697
NOR,Austrian Grand Prix,2.0,HARD,28.0,70.824
NOR,Austrian Grand Prix,2.0,MEDIUM,13.0,70.8374
NOR,Austrian Grand Prix,3.0,HARD,26.0,70.519125
NOR,Austrian Grand Prix,3.0,MEDIUM,12.0,69.29427272727273
NOR,Austrian Grand Prix,4.0,HARD,30.0,69.59379310344828
NOR,Azerbaijan Grand Prix,1.0,HARD,36.0,109.05665714285715
NOR,Azerbaijan Grand Prix,1.0,MEDIUM,19.0,110.07817391304347
NOR,Azerbaijan Grand Prix,2.0,HARD,40.0,108.0946875
NOR,Azerbaijan Grand Prix,2.0,MEDIUM,12.0,105.76863636363636
NOR,Bahrain Grand Prix,1.0,MEDIUM,23.0,102.37186363636364
NOR,Bahrain Grand Prix,1.0,SOFT,15.0,99.13189473684211
NOR,Bahrain Grand Prix,2.0,HARD,19.0,98.30568421052631
NOR,Bahrain Grand Prix,3.0,HARD,24.0,95.52660869565217
NOR,Bahrain Grand Prix,3.0,SOFT,12.0,98.28822222222222
NOR,Bahrain Grand Prix,4.0,MEDIUM,9.0,98.00087500000001
NOR,Bahrain Grand Prix,4.0,SOFT,15.0,98.26928571428572
NOR,Bahrain Grand Prix,5.0,HARD,9.0,97.244
NOR,Bahrain Grand Prix,6.0,SOFT,10.0,96.5622
NOR,Belgian Grand Prix,1.0,MEDIUM,14.0,112.7195
NOR,Belgian Grand Prix,2.0,HARD,15.0,112.47363888888889
NOR,Belgian Grand Prix,3.0,HARD,15.0,106.87392857142858
NOR,Belgian Grand Prix,3.0,MEDIUM,15.0,114.0112857142857
NOR,Belgian Grand Prix,3.0,SOFT,27.0,112.39899999999999
NOR,British Grand Prix,1.0,MEDIUM,32.0,92.95546428571429
NOR,British Grand Prix,2.0,HARD,19.0,91.10764285714286
NOR,British Grand Prix,2.0,INTERMEDIATE,11.0,101.32570000000001
NOR,British Grand Prix,2.0,MEDIUM,33.0,95.75754838709678
NOR,British Grand Prix,3.0,HARD,4.0,92.46600000000001
NOR,British Grand Prix,3.0,SOFT,15.0,90.12358333333333
NOR,British Grand Prix,4.0,SOFT,12.0,92.2394
NOR,Canadian Grand Prix,1.0,HARD,18.0,79.95746666666668
NOR,Canadian Grand Prix,1.0,INTERMEDIATE,24.0,89.3485652173913
NOR,Canadian Grand Prix,1.0,MEDIUM,11.0,78.93388888888889
NOR,Canadian Grand Prix,2.0,HARD,22.0,78.81707692307693
NOR,Canadian Grand Prix,2.0,INTERMEDIATE,20.0,86.09894117647059
NOR,Canadian Grand Prix,3.0,HARD,36.0,77.13655882352941
NOR,Canadian Grand Prix,3.0,MEDIUM,28.0,77.88905405405406
NOR,Chinese Grand Prix,1.0,MEDIUM,20.0,101.87468421052633
NOR,Chinese Grand Prix,2.0,HARD,34.0,99.71236
NOR,Dutch Grand Prix,1.0,MEDIUM,27.0,76.64834146341462
NOR,Dutch Grand Prix,1.0,SOFT,2.0,107.848
NOR,Dutch Grand Prix,2.0,HARD,40.0,75.66773134328359
NOR,Dutch Grand Prix,2.0,INTERMEDIATE,6.0,83.753
NOR,Dutch Grand Prix,3.0,SOFT,32.0,76.56596551724138
NOR,Dutch Grand Prix,4.0,SOFT,20.0,75.34271428571428
NOR,Dutch Grand Prix,5.0,INTERMEDIATE,6.0,82.488
NOR,Dutch Grand Prix,7.0,INTERMEDIATE,20.0,83.72666666666667
NOR,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,18.0,92.25135714285715
NOR,Emilia Romagna Grand Prix,1.0,MEDIUM,21.0,81.34765
NOR,Emilia Romagna Grand Prix,2.0,HARD,40.0,80.60928947368421
NOR,Emilia Romagna Grand Prix,2.0,MEDIUM,40.0,81.89294871794871
NOR,French Grand Prix,1.0,MEDIUM,17.0,100.3225625
NOR,French Grand Prix,2.0,HARD,35.0,99.52290322580646
NOR,Hungarian Grand Prix,1.0,MEDIUM,16.0,84.60926666666666
NOR,Hungarian Grand Prix,1.0,SOFT,16.0,85.3352
NOR,Hungarian Grand Prix,2.0,HARD,28.0,83.91433333333335
NOR,Hungarian Grand Prix,2.0,MEDIUM,27.0,84.6916923076923
NOR,Hungarian Grand Prix,3.0,HARD,28.0,84.50748
NOR,Hungarian Grand Prix,3.0,MEDIUM,29.0,82.86130612244898
NOR,Italian Grand Prix,1.0,MEDIUM,34.0,86.844234375
NOR,Italian Grand Prix,2.0,HARD,33.0,85.76027272727272
NOR,Italian Grand Prix,2.0,SOFT,13.0,84.9736
NOR,Italian Grand Prix,3.0,HARD,21.0,82.70035
NOR,Japanese Grand Prix,1.0,MEDIUM,16.0,98.73445454545454
NOR,Japanese Grand Prix,2.0,HARD,18.0,97.89441176470588
NOR,Japanese Grand Prix,2.0,MEDIUM,10.0,97.61428571428571
NOR,Japanese Grand Prix,3.0,HARD,17.0,96.76544827586207
NOR,Japanese Grand Prix,3.0,INTERMEDIATE,22.0,109.70885714285714
NOR,Japanese Grand Prix,4.0,HARD,27.0,95.9411923076923
NOR,Las Vegas Grand Prix,1.0,MEDIUM,8.0,99.54642857142856
NOR,Las Vegas Grand Prix,2.0,HARD,20.0,98.74378947368422
NOR,Las Vegas Grand Prix,3.0,HARD,17.0,96.5076875
NOR,Mexico City Grand Prix,1.0,MEDIUM,30.0,83.68848076923078
NOR,Mexico City Grand Prix,1.0,SOFT,10.0,84.90614285714285
NOR,Mexico City Grand Prix,2.0,HARD,40.0,82.55281052631578
NOR,Mexico City Grand Prix,4.0,MEDIUM,38.0,84.4471388888889
NOR,Miami Grand Prix,1.0,MEDIUM,27.0,94.23180487804878
NOR,Miami Grand Prix,1.0,SOFT,3.0,94.7755
NOR,Miami Grand Prix,2.0,HARD,40.0,92.93516666666667
NOR,Monaco Grand Prix,1.0,MEDIUM,40.0,78.92541025641026
NOR,Monaco Grand Prix,1.0,WET,16.0,97.95714285714287
NOR,Monaco Grand Prix,2.0,HARD,40.0,80.213425
NOR,Monaco Grand Prix,3.0,HARD,3.0,82.6345
NOR,Monaco Grand Prix,3.0,INTERMEDIATE,23.0,93.77422727272727
NOR,Monaco Grand Prix,4.0,HARD,28.0,80.54821052631578
NOR,Monaco Grand Prix,5.0,MEDIUM,13.0,75.95166666666667
NOR,Qatar Grand Prix,1.0,MEDIUM,34.0,86.43073684210526
NOR,Qatar Grand Prix,2.0,MEDIUM,19.0,88.71758333333332
NOR,Qatar Grand Prix,3.0,MEDIUM,16.0,86.28346666666667
NOR,Qatar Grand Prix,4.0,HARD,13.0,85.00664285714286
NOR,Qatar Grand Prix,5.0,HARD,22.0,83.40218181818182
NOR,Saudi Arabian Grand Prix,1.0,MEDIUM,36.0,95.10521739130435
NOR,Saudi Arabian Grand Prix,2.0,HARD,34.0,95.19585
NOR,Saudi Arabian Grand Prix,2.0,SOFT,19.0,92.27958333333333
NOR,Saudi Arabian Grand Prix,3.0,MEDIUM,31.0,95.55216666666666
NOR,Singapore Grand Prix,1.0,INTERMEDIATE,35.0,120.86383333333333
NOR,Singapore Grand Prix,1.0,MEDIUM,29.0,98.59658695652175
NOR,Singapore Grand Prix,2.0,HARD,40.0,98.11204477611939
NOR,Singapore Grand Prix,2.0,MEDIUM,23.0,111.4164
NOR,Spanish Grand Prix,1.0,SOFT,22.0,83.8743870967742
NOR,Spanish Grand Prix,2.0,HARD,20.0,81.30973684210527
NOR,Spanish Grand Prix,2.0,MEDIUM,23.0,84.14751219512195
NOR,Spanish Grand Prix,3.0,MEDIUM,27.0,80.17488461538461
NOR,Spanish Grand Prix,3.0,SOFT,22.0,82.77676470588234
NOR,Spanish Grand Prix,4.0,SOFT,18.0,83.0005
NOR,São Paulo Grand Prix,1.0,INTERMEDIATE,30.0,84.61596153846153
NOR,São Paulo Grand Prix,1.0,SOFT,23.0,77.69735294117648
NOR,São Paulo Grand Prix,2.0,MEDIUM,20.0,77.13526315789473
NOR,São Paulo Grand Prix,3.0,INTERMEDIATE,40.0,84.11258064516129
NOR,São Paulo Grand Prix,3.0,SOFT,24.0,78.2584074074074
NOR,São Paulo Grand Prix,4.0,MEDIUM,31.0,75.44676666666666
NOR,São Paulo Grand Prix,5.0,SOFT,15.0,73.51663636363637
NOR,United States Grand Prix,1.0,MEDIUM,30.0,101.75949056603773
NOR,United States Grand Prix,2.0,HARD,25.0,100.43936734693878
NOR,United States Grand Prix,3.0,HARD,22.0,101.4595
OCO,Abu Dhabi Grand Prix,1.0,MEDIUM,14.0,91.69275999999999
OCO,Abu Dhabi Grand Prix,2.0,HARD,40.0,90.7243125
OCO,Abu Dhabi Grand Prix,3.0,HARD,17.0,89.5594375
OCO,Australian Grand Prix,1.0,MEDIUM,16.0,84.95988888888888
OCO,Australian Grand Prix,2.0,HARD,40.0,83.92621951219512
OCO,Australian Grand Prix,3.0,HARD,40.0,83.13718518518519
OCO,Australian Grand Prix,4.0,HARD,20.0,81.93016666666666
OCO,Austrian Grand Prix,1.0,MEDIUM,18.0,71.64812903225807
OCO,Austrian Grand Prix,2.0,HARD,27.0,71.54945833333333
OCO,Austrian Grand Prix,2.0,MEDIUM,13.0,71.68780000000001
OCO,Austrian Grand Prix,3.0,HARD,25.0,71.167875
OCO,Austrian Grand Prix,3.0,MEDIUM,28.0,70.85984615384615
OCO,Austrian Grand Prix,4.0,HARD,30.0,70.27331034482758
OCO,Azerbaijan Grand Prix,1.0,HARD,40.0,109.88392
OCO,Azerbaijan Grand Prix,2.0,MEDIUM,18.0,108.84735294117647
OCO,Bahrain Grand Prix,1.0,SOFT,14.0,100.14750000000001
OCO,Bahrain Grand Prix,2.0,HARD,19.0,98.31168421052632
OCO,Bahrain Grand Prix,2.0,MEDIUM,15.0,99.5035
OCO,Bahrain Grand Prix,3.0,HARD,26.0,98.08868627450981
OCO,Bahrain Grand Prix,4.0,HARD,7.0,97.20033333333333
OCO,Bahrain Grand Prix,4.0,SOFT,17.0,97.64685714285714
OCO,Belgian Grand Prix,1.0,MEDIUM,11.0,112.84929411764705
OCO,Belgian Grand Prix,1.0,SOFT,5.0,115.00025
OCO,Belgian Grand Prix,2.0,HARD,19.0,112.06644117647059
OCO,Belgian Grand Prix,2.0,MEDIUM,18.0,114.293
OCO,Belgian Grand Prix,3.0,HARD,14.0,107.77938461538461
OCO,Belgian Grand Prix,3.0,MEDIUM,12.0,112.56327272727272
OCO,Belgian Grand Prix,3.0,SOFT,19.0,111.72855555555556
OCO,British Grand Prix,1.0,SOFT,18.0,94.60454166666666
OCO,British Grand Prix,2.0,SOFT,20.0,96.95715789473684
OCO,British Grand Prix,3.0,HARD,15.0,94.20135714285713
OCO,British Grand Prix,3.0,MEDIUM,4.0,100.30833333333334
OCO,British Grand Prix,4.0,INTERMEDIATE,11.0,103.33520000000001
OCO,British Grand Prix,5.0,MEDIUM,12.0,91.92509090909091
OCO,Canadian Grand Prix,1.0,INTERMEDIATE,40.0,90.75720588235293
OCO,Canadian Grand Prix,1.0,MEDIUM,18.0,79.03845833333334
OCO,Canadian Grand Prix,2.0,HARD,29.0,78.40355319148937
OCO,Canadian Grand Prix,2.0,MEDIUM,26.0,79.55947368421053
OCO,Canadian Grand Prix,3.0,HARD,34.0,77.14569696969697
OCO,Canadian Grand Prix,3.0,MEDIUM,21.0,77.5345
OCO,Chinese Grand Prix,1.0,MEDIUM,8.0,103.24885714285713
OCO,Chinese Grand Prix,2.0,HARD,11.0,102.25489999999999
OCO,Chinese Grand Prix,3.0,HARD,33.0,101.44816
OCO,Dutch Grand Prix,1.0,MEDIUM,29.0,77.77885714285715
OCO,Dutch Grand Prix,1.0,SOFT,17.0,77.9970625
OCO,Dutch Grand Prix,2.0,HARD,40.0,76.55716901408451
OCO,Dutch Grand Prix,2.0,INTERMEDIATE,7.0,84.59883333333333
OCO,Dutch Grand Prix,3.0,SOFT,32.0,76.83312
OCO,Dutch Grand Prix,4.0,SOFT,19.0,75.44346428571428
OCO,Dutch Grand Prix,7.0,INTERMEDIATE,9.0,84.28733333333334
OCO,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,17.0,94.06899999999999
OCO,Emilia Romagna Grand Prix,1.0,MEDIUM,24.0,82.91221739130435
OCO,Emilia Romagna Grand Prix,2.0,HARD,37.0,82.74508333333333
OCO,Emilia Romagna Grand Prix,2.0,MEDIUM,40.0,82.69710256410256
OCO,French Grand Prix,1.0,MEDIUM,17.0,100.454125
OCO,French Grand Prix,2.0,HARD,35.0,99.61074193548387
OCO,Hungarian Grand Prix,1.0,MEDIUM,22.0,85.68795652173912
OCO,Hungarian Grand Prix,2.0,HARD,40.0,85.25006557377048
OCO,Hungarian Grand Prix,3.0,HARD,33.0,84.857
OCO,Hungarian Grand Prix,4.0,SOFT,5.0,82.8215
OCO,Italian Grand Prix,1.0,HARD,30.0,86.33113793103449
OCO,Italian Grand Prix,1.0,MEDIUM,23.0,88.0625
OCO,Italian Grand Prix,1.0,SOFT,18.0,87.9890625
OCO,Italian Grand Prix,2.0,HARD,27.0,87.08876923076923
OCO,Italian Grand Prix,2.0,MEDIUM,21.0,84.9442
OCO,Japanese Grand Prix,2.0,HARD,26.0,101.52289189189189
OCO,Japanese Grand Prix,2.0,WET,4.0,114.73
OCO,Japanese Grand Prix,3.0,HARD,25.0,98.28819444444444
OCO,Japanese Grand Prix,3.0,INTERMEDIATE,21.0,108.57515000000001
OCO,Japanese Grand Prix,4.0,MEDIUM,19.0,97.4156111111111
OCO,Las Vegas Grand Prix,1.0,MEDIUM,19.0,100.15650000000001
OCO,Las Vegas Grand Prix,2.0,HARD,30.0,97.5566153846154
OCO,Las Vegas Grand Prix,3.0,HARD,32.0,99.1032258064516
OCO,Las Vegas Grand Prix,4.0,SOFT,4.0,96.90766666666667
OCO,Mexico City Grand Prix,1.0,HARD,40.0,84.50401612903225
OCO,Mexico City Grand Prix,1.0,MEDIUM,32.0,84.63306451612904
OCO,Mexico City Grand Prix,2.0,HARD,37.0,84.10029411764705
OCO,Mexico City Grand Prix,2.0,MEDIUM,37.0,83.55842105263157
OCO,Miami Grand Prix,1.0,HARD,39.0,94.44738666666667
OCO,Miami Grand Prix,1.0,MEDIUM,21.0,94.1939
OCO,Miami Grand Prix,2.0,HARD,35.0,92.75010344827587
OCO,Miami Grand Prix,2.0,MEDIUM,18.0,91.71282352941176
OCO,Miami Grand Prix,2.0,SOFT,16.0,94.15836363636363
OCO,Monaco Grand Prix,1.0,MEDIUM,31.0,78.1815
OCO,Monaco Grand Prix,1.0,WET,20.0,97.87761111111111
OCO,Monaco Grand Prix,2.0,HARD,21.0,78.3279
OCO,Monaco Grand Prix,3.0,INTERMEDIATE,24.0,94.75847826086957
OCO,Monaco Grand Prix,3.0,MEDIUM,34.0,80.40472727272727
OCO,Qatar Grand Prix,1.0,MEDIUM,16.0,90.6878
OCO,Qatar Grand Prix,2.0,MEDIUM,19.0,89.43230769230769
OCO,Qatar Grand Prix,3.0,HARD,17.0,87.568875
OCO,Qatar Grand Prix,4.0,MEDIUM,14.0,87.0703076923077
OCO,Saudi Arabian Grand Prix,1.0,MEDIUM,15.0,96.638
OCO,Saudi Arabian Grand Prix,2.0,HARD,40.0,94.86545263157896
OCO,Singapore Grand Prix,1.0,INTERMEDIATE,25.0,123.32994736842106
OCO,Singapore Grand Prix,1.0,MEDIUM,28.0,100.13924444444443
OCO,Singapore Grand Prix,2.0,HARD,32.0,99.638
OCO,Spanish Grand Prix,1.0,SOFT,15.0,84.17812121212121
OCO,Spanish Grand Prix,2.0,MEDIUM,23.0,83.6883064516129
OCO,Spanish Grand Prix,3.0,HARD,31.0,79.55781034482759
OCO,Spanish Grand Prix,3.0,SOFT,19.0,87.8758
OCO,Spanish Grand Prix,4.0,SOFT,17.0,87.02615384615385
OCO,São Paulo Grand Prix,1.0,INTERMEDIATE,31.0,85.52742307692309
OCO,São Paulo Grand Prix,1.0,SOFT,23.0,77.70617647058825
OCO,São Paulo Grand Prix,2.0,INTERMEDIATE,39.0,83.32603125
OCO,São Paulo Grand Prix,2.0,MEDIUM,22.0,76.86647619047619
OCO,São Paulo Grand Prix,3.0,SOFT,27.0,76.39244
OCO,São Paulo Grand Prix,4.0,MEDIUM,16.0,76.91313333333332
OCO,São Paulo Grand Prix,5.0,SOFT,22.0,76.0551111111111
OCO,São Paulo Grand Prix,6.0,SOFT,19.0,75.21877777777779
OCO,United States Grand Prix,1.0,HARD,17.0,104.7343125
OCO,United States Grand Prix,1.0,MEDIUM,30.0,102.60993333333334
OCO,United States Grand Prix,2.0,HARD,26.0,101.9391081081081
OCO,United States Grand Prix,3.0,MEDIUM,11.0,101.6018
OCO,United States Grand Prix,3.0,SOFT,7.0,99.10733333333333
PER,Abu Dhabi Grand Prix,1.0,MEDIUM,16.0,91.03103571428572
PER,Abu Dhabi Grand Prix,2.0,HARD,24.0,89.81274358974359
PER,Abu Dhabi Grand Prix,3.0,HARD,25.0,88.79141025641024
PER,Australian Grand Prix,1.0,MEDIUM,19.0,84.07980769230768
PER,Australian Grand Prix,2.0,HARD,38.0,82.46816666666668
PER,Australian Grand Prix,3.0,HARD,21.0,81.51652173913044
PER,Australian Grand Prix,4.0,HARD,40.0,82.56930555555556
PER,Austrian Grand Prix,1.0,MEDIUM,20.0,71.51973684210526
PER,Austrian Grand Prix,2.0,HARD,29.0,71.91187755102041
PER,Austrian Grand Prix,2.0,MEDIUM,24.0,70.99322222222222
PER,Austrian Grand Prix,3.0,MEDIUM,25.0,69.961525
PER,Austrian Grand Prix,4.0,HARD,21.0,69.14295
PER,Azerbaijan Grand Prix,1.0,MEDIUM,15.0,108.34940625
PER,Azerbaijan Grand Prix,2.0,HARD,40.0,106.77245454545455
PER,Azerbaijan Grand Prix,3.0,HARD,18.0,107.308625
PER,Bahrain Grand Prix,1.0,SOFT,19.0,98.78423684210526
PER,Bahrain Grand Prix,2.0,HARD,23.0,96.28090909090908
PER,Bahrain Grand Prix,2.0,MEDIUM,17.0,98.1620625
PER,Bahrain Grand Prix,2.0,SOFT,18.0,97.55233333333334
PER,Bahrain Grand Prix,3.0,HARD,23.0,96.90610000000001
PER,Bahrain Grand Prix,3.0,SOFT,21.0,95.55321428571428
PER,Bahrain Grand Prix,4.0,SOFT,16.0,96.34466666666667
PER,Belgian Grand Prix,1.0,MEDIUM,13.0,112.03944444444444
PER,Belgian Grand Prix,1.0,SOFT,12.0,112.48363636363636
PER,Belgian Grand Prix,2.0,MEDIUM,15.0,111.88487878787879
PER,Belgian Grand Prix,3.0,HARD,20.0,109.86782857142857
PER,Belgian Grand Prix,3.0,SOFT,15.0,111.12714285714286
PER,Belgian Grand Prix,4.0,SOFT,2.0,104.701
PER,British Grand Prix,1.0,HARD,18.0,93.04988235294117
PER,British Grand Prix,1.0,MEDIUM,27.0,93.48061538461539
PER,British Grand Prix,2.0,INTERMEDIATE,8.0,107.06814285714286
PER,British Grand Prix,2.0,MEDIUM,3.0,122.4
PER,British Grand Prix,2.0,SOFT,24.0,91.5460625
PER,British Grand Prix,3.0,INTERMEDIATE,8.0,103.11385714285714
PER,British Grand Prix,3.0,MEDIUM,34.0,93.2943125
PER,British Grand Prix,4.0,MEDIUM,9.0,91.0775
PER,British Grand Prix,4.0,SOFT,13.0,91.5355
PER,British Grand Prix,5.0,SOFT,3.0,93.5335
PER,Canadian Grand Prix,1.0,HARD,36.0,78.36947058823529
PER,Canadian Grand Prix,1.0,INTERMEDIATE,24.0,91.89752173913044
PER,Canadian Grand Prix,2.0,INTERMEDIATE,17.0,88.32861538461538
PER,Canadian Grand Prix,2.0,MEDIUM,30.0,76.51120689655171
PER,Canadian Grand Prix,3.0,MEDIUM,8.0,81.76428571428572
PER,Canadian Grand Prix,3.0,SOFT,2.0,74.481
PER,Chinese Grand Prix,1.0,MEDIUM,12.0,101.60690909090908
PER,Chinese Grand Prix,2.0,HARD,7.0,100.62183333333333
PER,Chinese Grand Prix,3.0,HARD,33.0,99.88036
PER,Dutch Grand Prix,1.0,MEDIUM,28.0,76.62696296296296
PER,Dutch Grand Prix,1.0,SOFT,18.0,77.15166666666667
PER,Dutch Grand Prix,2.0,HARD,40.0,75.14746153846154
PER,Dutch Grand Prix,2.0,INTERMEDIATE,10.0,85.05388888888889
PER,Dutch Grand Prix,2.0,MEDIUM,25.0,76.705625
PER,Dutch Grand Prix,3.0,HARD,15.0,75.37172727272727
PER,Dutch Grand Prix,3.0,SOFT,32.0,75.89988
PER,Dutch Grand Prix,4.0,SOFT,15.0,74.65407692307693
PER,Dutch Grand Prix,5.0,INTERMEDIATE,8.0,83.125
PER,Dutch Grand Prix,5.0,MEDIUM,16.0,75.41708333333334
PER,Dutch Grand Prix,7.0,INTERMEDIATE,15.0,82.82133333333333
PER,Emilia Romagna Grand Prix,1.0,HARD,36.0,82.50397142857143
PER,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,17.0,91.48792307692308
PER,Emilia Romagna Grand Prix,2.0,MEDIUM,31.0,81.10434545454545
PER,Emilia Romagna Grand Prix,3.0,SOFT,13.0,80.00425
PER,French Grand Prix,1.0,MEDIUM,17.0,99.49487500000001
PER,French Grand Prix,2.0,HARD,35.0,98.44619354838709
PER,Hungarian Grand Prix,1.0,HARD,27.0,85.36345833333333
PER,Hungarian Grand Prix,1.0,SOFT,17.0,84.8582142857143
PER,Hungarian Grand Prix,2.0,MEDIUM,23.0,83.74010909090909
PER,Hungarian Grand Prix,3.0,MEDIUM,31.0,82.69351351351351
PER,Italian Grand Prix,1.0,HARD,22.0,85.42361904761904
PER,Italian Grand Prix,1.0,MEDIUM,20.0,86.97558333333332
PER,Italian Grand Prix,2.0,HARD,34.0,85.82878571428571
PER,Italian Grand Prix,3.0,MEDIUM,18.0,83.72217647058824
PER,Italian Grand Prix,3.0,SOFT,4.0,84.351
PER,Japanese Grand Prix,2.0,HARD,9.0,100.384
PER,Japanese Grand Prix,2.0,MEDIUM,14.0,97.648
PER,Japanese Grand Prix,2.0,WET,4.0,113.662
PER,Japanese Grand Prix,3.0,INTERMEDIATE,21.0,108.06559999999999
PER,Japanese Grand Prix,3.0,MEDIUM,17.0,97.03925
PER,Japanese Grand Prix,4.0,HARD,20.0,94.91994736842105
PER,Las Vegas Grand Prix,1.0,HARD,16.0,100.13193333333334
PER,Las Vegas Grand Prix,2.0,HARD,24.0,99.23373684210526
PER,Las Vegas Grand Prix,2.0,MEDIUM,14.0,98.32623076923076
PER,Las Vegas Grand Prix,3.0,HARD,24.0,96.9826923076923
PER,Mexico City Grand Prix,1.0,HARD,19.0,83.37346153846154
PER,Mexico City Grand Prix,1.0,SOFT,25.0,83.41428571428571
PER,Mexico City Grand Prix,2.0,MEDIUM,40.0,82.85635
PER,Mexico City Grand Prix,3.0,MEDIUM,24.0,81.8025652173913
PER,Mexico City Grand Prix,4.0,SOFT,2.0,79.209
PER,Miami Grand Prix,1.0,MEDIUM,26.0,93.82308620689655
PER,Miami Grand Prix,2.0,HARD,37.0,92.00544444444444
PER,Miami Grand Prix,3.0,MEDIUM,34.0,92.07055555555556
PER,Monaco Grand Prix,1.0,WET,15.0,97.41153846153846
PER,Monaco Grand Prix,2.0,HARD,32.0,79.03825806451613
PER,Monaco Grand Prix,3.0,HARD,4.0,83.935
PER,Monaco Grand Prix,3.0,MEDIUM,19.0,79.36835294117647
PER,Monaco Grand Prix,4.0,INTERMEDIATE,3.0,102.7505
PER,Monaco Grand Prix,4.0,MEDIUM,34.0,79.3790606060606
PER,Monaco Grand Prix,5.0,WET,12.0,98.28481818181818
PER,Monaco Grand Prix,6.0,INTERMEDIATE,6.0,89.29639999999999
PER,Qatar Grand Prix,1.0,HARD,16.0,90.92366666666668
PER,Qatar Grand Prix,1.0,MEDIUM,34.0,86.29313333333333
PER,Qatar Grand Prix,2.0,MEDIUM,19.0,88.19583333333333
PER,Qatar Grand Prix,3.0,MEDIUM,17.0,87.3444
PER,Qatar Grand Prix,4.0,MEDIUM,14.0,87.17746153846154
PER,Saudi Arabian Grand Prix,1.0,MEDIUM,17.0,94.54617647058824
PER,Saudi Arabian Grand Prix,2.0,HARD,40.0,93.0288829787234
PER,Singapore Grand Prix,1.0,HARD,38.0,101.17382352941176
PER,Singapore Grand Prix,1.0,INTERMEDIATE,34.0,119.07947826086956
PER,Singapore Grand Prix,1.0,MEDIUM,27.0,99.29134615384615
PER,Singapore Grand Prix,2.0,HARD,33.0,98.213
PER,Singapore Grand Prix,2.0,MEDIUM,24.0,104.66797435897436
PER,Spanish Grand Prix,1.0,MEDIUM,26.0,81.13884
PER,Spanish Grand Prix,1.0,SOFT,19.0,85.93853846153846
PER,Spanish Grand Prix,2.0,HARD,22.0,79.24038095238095
PER,Spanish Grand Prix,2.0,MEDIUM,19.0,88.04894444444444
PER,Spanish Grand Prix,2.0,SOFT,20.0,80.8518125
PER,Spanish Grand Prix,3.0,MEDIUM,17.0,82.9972
PER,Spanish Grand Prix,3.0,SOFT,16.0,77.92393333333332
PER,Spanish Grand Prix,4.0,SOFT,20.0,81.83567857142857
PER,São Paulo Grand Prix,1.0,INTERMEDIATE,26.0,85.5466
PER,São Paulo Grand Prix,1.0,SOFT,22.0,76.5199375
PER,São Paulo Grand Prix,2.0,MEDIUM,23.0,76.4095
PER,São Paulo Grand Prix,2.0,WET,7.0,101.662
PER,São Paulo Grand Prix,3.0,INTERMEDIATE,37.0,84.92096875
PER,São Paulo Grand Prix,3.0,MEDIUM,24.0,75.2960625
PER,São Paulo Grand Prix,3.0,SOFT,20.0,79.260375
PER,São Paulo Grand Prix,4.0,MEDIUM,25.0,75.96608333333333
PER,São Paulo Grand Prix,5.0,SOFT,28.0,74.828
PER,United States Grand Prix,1.0,MEDIUM,25.0,102.27408333333334
PER,United States Grand Prix,2.0,HARD,30.0,100.19281395348838
PER,United States Grand Prix,2.0,MEDIUM,19.0,101.4601111111111
PER,United States Grand Prix,3.0,HARD,19.0,100.62955555555556
PER,United States Grand Prix,3.0,MEDIUM,18.0,100.28929411764706
PIA,Abu Dhabi Grand Prix,1.0,MEDIUM,12.0,91.12654545454546
PIA,Abu Dhabi Grand Prix,2.0,HARD,27.0,89.92085106382979
PIA,Abu Dhabi Grand Prix,3.0,HARD,26.0,88.49554347826087
PIA,Australian Grand Prix,1.0,MEDIUM,8.0,83.4063
PIA,Australian Grand Prix,2.0,HARD,40.0,82.79250793650793
PIA,Australian Grand Prix,3.0,HARD,18.0,80.5606875
PIA,Austrian Grand Prix,1.0,MEDIUM,24.0,71.28678260869565
PIA,Austrian Grand Prix,2.0,HARD,25.0,70.429
PIA,Austrian Grand Prix,2.0,MEDIUM,13.0,71.63640000000001
PIA,Austrian Grand Prix,3.0,HARD,7.0,71.46533333333333
PIA,Austrian Grand Prix,3.0,MEDIUM,20.0,69.45288888888889
PIA,Austrian Grand Prix,4.0,HARD,18.0,70.96352941176471
PIA,Austrian Grand Prix,5.0,MEDIUM,29.0,70.698
PIA,Azerbaijan Grand Prix,1.0,MEDIUM,14.0,108.72884210526315
PIA,Azerbaijan Grand Prix,2.0,HARD,40.0,107.67439130434784
PIA,Bahrain Grand Prix,1.0,SOFT,14.0,99.67414285714287
PIA,Bahrain Grand Prix,2.0,HARD,21.0,96.89815
PIA,Bahrain Grand Prix,3.0,HARD,23.0,95.50631818181819
PIA,Belgian Grand Prix,1.0,MEDIUM,10.0,110.072
PIA,Belgian Grand Prix,2.0,HARD,18.0,108.00694117647059
